146.00,124.00,9.00,0.00,0.00,0.50,0.17,0.39,0.11,6.04,7.44,7.33,3.33,4.22,3.89,-8.11,7.67,0.56,-1.02,BRICKFACE
2.00,44.00,9.00,0.00,0.00,2.17,2.39,2.39,1.53,18.74,17.33,25.22,13.67,-4.22,19.44,-15.22,25.22,0.46,-1.75,BRICKFACE
90.00,111.00,9.00,0.00,0.00,1.67,1.47,1.33,1.02,18.63,19.78,22.22,13.89,3.44,10.78,-14.22,22.22,0.37,-1.33,BRICKFACE
27.00,50.00,9.00,0.00,0.00,1.06,0.46,1.00,0.49,23.04,21.67,30.00,17.44,-4.11,20.89,-16.78,30.00,0.42,-1.74,BRICKFACE
85.00,101.00,9.00,0.00,0.00,1.33,1.29,1.28,1.22,21.30,21.22,26.78,15.89,-0.22,16.44,-16.22,26.78,0.40,-1.56,BRICKFACE
14.00,138.00,9.00,0.00,0.00,0.50,0.12,0.50,0.08,4.96,6.78,5.44,2.67,5.44,1.44,-6.89,6.78,0.60,-0.72,BRICKFACE
239.00,143.00,9.00,0.00,0.00,0.33,0.04,0.67,0.13,4.52,6.11,5.44,2.00,4.78,2.78,-7.56,6.11,0.67,-0.88,BRICKFACE
88.00,115.00,9.00,0.00,0.00,1.67,1.82,4.17,4.21,22.04,21.33,28.00,16.78,-2.11,17.89,-15.78,28.00,0.40,-1.62,BRICKFACE
122.00,91.00,9.00,0.00,0.00,2.22,2.03,2.17,1.28,22.48,22.00,28.78,16.67,-1.44,18.89,-17.44,28.78,0.42,-1.63,BRICKFACE
65.00,75.00,9.00,0.00,0.00,0.61,0.33,0.72,0.20,21.33,21.11,27.11,15.78,-0.67,17.33,-16.67,27.11,0.42,-1.59,BRICKFACE
66.00,101.00,9.00,0.11,0.00,0.72,0.33,2.22,0.65,19.04,19.67,23.56,13.89,1.89,13.56,-15.44,23.56,0.41,-1.46,BRICKFACE
80.00,95.00,9.00,0.00,0.00,1.22,1.01,0.94,0.55,21.41,21.33,26.67,16.22,-0.22,15.78,-15.56,26.67,0.39,-1.57,BRICKFACE
83.00,114.00,9.00,0.00,0.00,1.39,1.13,1.94,0.60,19.85,20.00,24.67,14.89,0.44,14.44,-14.89,24.67,0.39,-1.51,BRICKFACE
