Method='Second max'
Novel class='diaporthe-stem-canker,charcoal-rot'
Train_data,Test_data_number,novel_data_number,detected_novel_data_number,novel_class_accuracy,accuracy,Mnew,Fnew,ERR

187,18,8,8,100.000000,88.888889,0.000000,30.000000,22.222222,
195,45,10,10,100.000000,86.666667,0.000000,25.714286,31.111111,
219,55,16,11,68.750000,83.636364,31.250000,33.333333,38.181818,
219,55,16,13,81.250000,87.272727,18.750000,46.153846,43.636364,
221,53,13,12,92.307692,84.905660,7.692308,50.000000,50.943396,
219,55,16,14,87.500000,78.181818,12.500000,20.512821,34.545455,
218,56,17,13,76.470588,80.357143,23.529412,35.897436,42.857143,
215,59,20,8,40.000000,67.796610,60.000000,20.512821,44.067797,
224,50,10,9,90.000000,84.000000,10.000000,42.500000,48.000000,
220,54,15,14,93.333333,87.037037,6.666667,23.076923,27.777778,
220,54,15,8,53.333333,72.222222,46.666667,20.512821,40.740741,
217,57,18,13,72.222222,75.438596,27.777778,41.025641,50.877193,
221,53,13,12,92.307692,81.132075,7.692308,35.000000,43.396226,
222,52,12,5,41.666667,65.384615,58.333333,35.000000,59.615385,
219,55,16,16,100.000000,83.636364,0.000000,23.076923,30.909091,

Novel class='diaporthe-stem-canker,charcoal-rot, rhizoctonia-root-rot'
Train_data,Test_data_number,novel_data_number,detected_novel_data_number,novel_class_accuracy,accuracy,Mnew,Fnew,ERR

240,68,25,17,68.000000,73.529412,32.000000,20.930233,38.235294,
251,57,29,23,79.310345,80.701754,20.689655,28.571429,31.578947,
367,77,36,28,77.777778,83.116883,22.222222,21.951220,27.272727,
362,82,41,40,97.560976,91.463415,2.439024,17.073171,15.853659,
363,81,40,40,100.000000,95.061728,0.000000,31.707317,19.753086,
366,78,37,36,97.297297,91.025641,2.702703,31.707317,24.358974,
366,78,37,36,97.297297,92.307692,2.702703,21.951220,17.948718,
362,82,41,36,87.804878,84.146341,12.195122,14.634146,21.951220,
346,98,36,33,91.666667,88.775510,8.333333,22.580645,24.489796,
345,99,37,25,67.567568,79.797980,32.432432,14.516129,28.282828,
344,100,39,27,69.230769,84.000000,30.769231,21.311475,28.000000,
347,97,35,11,31.428571,64.948454,68.571429,27.419355,51.546392,


Novel class=' diaporthe-stem-canker  ,  charcoal-rot  ,  rhizoctonia-root-rot,  cyst-nematode'
Train_data,Test_data_number,novel_data_number,detected_novel_data_number,novel_class_accuracy,accuracy,Mnew,Fnew,ERR


419,128,53,40,75.471698,83.593750,24.528302,34.666667,35.937500,
478,137,52,43,82.692308,89.051095,17.307692,21.176471,23.357664,
474,141,57,45,78.947368,83.687943,21.052632,23.809524,29.787234,
482,133,47,31,65.957447,80.451128,34.042553,26.744186,36.090226,
476,139,54,53,98.148148,92.805755,1.851852,18.823529,17.985612,
476,139,55,40,72.727273,81.294964,27.272727,19.047619,29.496403,
476,139,54,53,98.148148,93.525180,1.851852,27.058824,22.302158,
477,138,53,40,75.471698,87.681159,24.528302,30.588235,30.434783,
474,141,57,41,71.929825,80.851064,28.070175,20.238095,30.496454,
524,153,60,42,70.000000,81.045752,30.000000,16.129032,28.104575,
524,153,60,48,80.000000,86.274510,20.000000,31.182796,32.026144,
524,153,60,44,73.333333,83.660131,26.666667,19.354839,27.450980,
524,153,60,47,78.333333,88.235294,21.666667,16.129032,20.915033,
525,152,59,58,98.305085,93.421053,1.694915,23.655914,20.394737,
524,153,60,57,95.000000,93.464052,5.000000,25.806452,21.568627,
525,152,59,41,69.491525,82.236842,30.508475,11.827957,24.342105,
524,153,60,59,98.333333,96.078431,1.666667,15.053763,12.418301,
525,152,59,57,96.610169,93.421053,3.389831,18.279570,17.105263,
